pr_id,agent,first_feedback_at,closed_at,num_commits,days_to_close
3131654577,Copilot,2025-06-09 22:49:27+00:00,2025-06-09 23:10:09+00:00,2.0,0.014374999999999999
3088038713,OpenAI_Codex,2025-05-24 04:40:48+00:00,2025-05-24 21:01:35+00:00,2.0,0.6810995370370371
2923007482,Devin,2025-03-16 12:49:10+00:00,2025-03-24 14:24:24+00:00,1.0,8.06613425925926
3102145216,OpenAI_Codex,2025-05-30 05:41:48+00:00,2025-05-30 06:35:58+00:00,1.0,0.03761574074074074
2894762370,Claude_Code,2025-03-04 16:04:54+00:00,2025-03-18 06:57:39+00:00,1.0,13.619965277777778
3243054866,Copilot,2025-07-18 12:44:21+00:00,2025-07-22 09:17:47+00:00,4.0,3.856550925925926
2844078423,Devin,2025-02-11 01:38:36+00:00,2025-02-19 15:44:28+00:00,2.0,8.587407407407406
2984667093,Devin,2025-04-10 07:00:05+00:00,2025-04-10 12:32:20+00:00,2.0,0.23072916666666665
2832575560,Devin,2025-02-05 10:47:16+00:00,2025-02-18 16:29:16+00:00,30.0,13.237499999999999
3180363547,Copilot,2025-06-26 20:57:45+00:00,2025-07-28 17:39:59+00:00,8.0,31.862662037037037
3172267745,Copilot,2025-06-24 15:00:03+00:00,2025-06-25 07:31:59+00:00,4.0,0.6888425925925926
3122350753,OpenAI_Codex,2025-06-05 19:14:06+00:00,2025-06-05 22:27:08+00:00,3.0,0.13405092592592593
3079520197,OpenAI_Codex,2025-05-21 09:14:09+00:00,2025-06-09 11:46:47+00:00,2.0,19.10599537037037
3158062530,OpenAI_Codex,2025-06-18 20:20:04+00:00,2025-06-18 20:25:02+00:00,2.0,0.0034490740740740745
3115073079,OpenAI_Codex,2025-06-03 18:50:46+00:00,2025-06-25 20:13:03+00:00,3.0,22.057141203703704
3207351087,Copilot,2025-07-07 02:50:58+00:00,2025-07-16 13:44:48+00:00,2.0,9.454050925925925
3196256006,OpenAI_Codex,2025-07-02 15:37:17+00:00,2025-07-14 16:26:45+00:00,10.0,12.034351851851852
3179227182,Copilot,2025-06-26 14:12:55+00:00,2025-06-26 17:53:05+00:00,3.0,0.1528935185185185
3151469750,Copilot,2025-06-16 22:35:18+00:00,2025-06-19 04:23:47+00:00,3.0,2.242002314814815
3155910859,OpenAI_Codex,2025-06-18 08:09:27+00:00,2025-06-18 16:27:02+00:00,2.0,0.3455439814814815
3169054009,Devin,2025-06-23 18:16:42+00:00,2025-07-02 15:09:22+00:00,7.0,8.869907407407407
3268548191,OpenAI_Codex,2025-07-28 07:37:54+00:00,2025-07-28 11:31:41+00:00,5.0,0.16234953703703703
3273989926,Devin,2025-07-29 15:01:36+00:00,2025-07-29 15:14:21+00:00,1.0,0.008854166666666666
3075857183,Copilot,2025-05-20 06:51:06+00:00,2025-05-22 14:09:59+00:00,13.0,2.3047800925925928
3236551508,Copilot,2025-07-16 16:12:07+00:00,2025-07-17 09:09:53+00:00,4.0,0.7067824074074074
3057857067,Devin,2025-05-12 18:56:24+00:00,2025-05-12 18:59:34+00:00,1.0,0.002199074074074074
3118854425,Devin,2025-06-04 19:14:11+00:00,2025-06-05 23:51:30+00:00,5.0,1.1925810185185186
2798738981,Devin,2025-01-20 09:43:59+00:00,2025-01-20 10:19:05+00:00,2.0,0.024374999999999997
3177673933,Devin,2025-06-26 04:19:24+00:00,2025-06-30 16:48:48+00:00,9.0,4.520416666666667
3269086726,Copilot,2025-07-28 10:12:49+00:00,2025-07-28 14:03:56+00:00,4.0,0.16049768518518517
3087587876,Copilot,2025-05-23 21:48:20+00:00,2025-07-25 05:13:04+00:00,2.0,62.30884259259259
3161472093,OpenAI_Codex,2025-06-19 22:45:59+00:00,2025-07-08 17:14:39+00:00,3.0,18.769907407407405
3131144344,Copilot,2025-06-09 18:52:11+00:00,2025-06-09 18:53:26+00:00,2.0,0.0008680555555555555
3006400388,Devin,2025-04-19 12:17:17+00:00,2025-05-03 07:26:50+00:00,3.0,13.798298611111113
3180324539,Copilot,2025-06-26 20:42:08+00:00,2025-06-26 20:42:02+00:00,3.0,0.0
3075373724,Copilot,2025-05-20 01:44:00+00:00,2025-07-04 18:33:16+00:00,2.0,45.70087962962963
3067452050,Devin,2025-05-15 21:52:21+00:00,2025-05-27 14:31:23+00:00,10.0,11.693773148148148
3077756705,OpenAI_Codex,2025-05-20 17:34:12+00:00,2025-05-27 09:04:25+00:00,1.0,6.645983796296296
2887573861,Devin,2025-02-28 16:20:41+00:00,2025-02-28 16:24:31+00:00,6.0,0.002662037037037037
2918329879,Claude_Code,2025-03-13 20:32:25+00:00,2025-03-13 20:32:24+00:00,2.0,0.0
3176895436,Copilot,2025-06-25 21:07:02+00:00,2025-06-26 07:51:22+00:00,3.0,0.4474537037037037
